date,author,text
2022-11-07 11:52:32,Streuphy,"Le motif de la FIFA c’est ce concentrer sur l’aspect « sportif » de l’événement mais les premiers à coller des valeurs (positives et associées à leur image) ce sont les sponsors.
Quand Coca célèbre le foot à travers son coma, c’est pas parceque c’est une boisson de l’effort et de la performance (stunt tenté par Red Bull) ; non c’est une boisson des valeurs de partage qui s’incarne dans les __valeurs__ du sport de haut-niveau.

À ce titre, leur argumentation est honteuse et malhonnête…

___

Le passage de l’article en question :

un courrier que Gianni Infantino et Fatma Samoura, le président et la secrétaire générale de la FIFA, ont envoyé la semaine dernière aux 31 pays qualifiés pour le Qatar (pays organisateur) et dans lequel ils les enjoignaient à «se concentrer sur le football» plutôt que de «donner des leçons de morale au reste du monde»."
2022-11-07 11:00:11,PM_ME_WITTY_USERNAME,"&gt; Cette initiative est une réponse commune à un courrier que Gianni Infantino et Fatma Samoura, le président et la secrétaire générale de la FIFA, ont envoyé la semaine dernière aux 31 pays qualifiés pour le Qatar (pays organisateur) et dans lequel ils les enjoignaient à «se concentrer sur le football» plutôt que de «donner des leçons de morale au reste du monde».

Les acteurs du foot se conduisent comme d'immondes fils de putes épisode n°1985674"
2022-10-26 14:00:31,Prisme_,"&gt;However, as we are a laic republic, everything religious related that can be seen ((Hijab, hand of fatma, The star and the Crescent moon, Christian cross, etc..)  is forbidden in public services (Schools, City hall, etc..) .

Non seulement les mains de fatma ne sont pas (du tout) des symboles religieux, mais les individus ne sont pas soumis au devoir de ""neutralité"" contrairement aux agents de l'état, on peut donc porter un voile ou une crois et aller à la mairie..."
2022-10-26 07:20:40,X4_vE_31-,"I'm in a french international company, with subsidiaries in Tunisia.  
We often welcome employees from these subsidiaries and hijab is not a problem.

However, as we are a laic republic, everything religious related that can be seen ((Hijab, hand of fatma, The star and the Crescent moon, Christian cross, etc..)  is forbidden in public services (Schools, City hall, etc..) .

But you can wear everything you want everywhere else. As long as your face is not hidden, which is forbidden for every citizen for security matters (except on carnivals).

  
On a personal note, I freaking don't care what clothes you wear, it's not my business."
2022-10-21 20:23:51,Gchiki,"on s'en fou de la morale, appliquons et rappelons juste la loi, j'evoquais que c'était une possibilité, chacun peut choisir si c'est nécessaire ou non, mais le concept est concevable

la fameuse histoire de France

""ostentatoire"", est le mot clé, un crucifix ou une main de fatma sous une chemise sont acceptables

mais en fait personne parle de l'ecole ici, on parle de discriminations illégales (la loi quoi, refuser l'entrée d'un établissement, d'un service publique, d'une assemblée, accompagner un groupe scolaire), forcément ce n'est pas le cas de l'école puisque le vlile'y est interdit (personnel et élèves)

tout le monde fait de la morale, je disais juste ce n'est peut pas mal de rappeler la loi, et de juste l'appliquer plutôt que de vouloir toujours débattre sur le voile et de vouloir amender la loi sur la laïcité qui en fait perd son essence"
2022-09-23 23:03:25,chat_piteau,"About religious symbol in public spaces in France :
- students in public school, middle school and highschool are not allowed to wear *conspicuous* religious symbol (hijab is considered conspicuous, a necklace with a *small*  hand of Fatma is unconspicuous, kippah/small David cross, WYD tee-shirt/small cross etc) [LOI n° 2004-228 du 15 mars 2004] (https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000417977/)
- civil servants during their work hours have an obligation of neutrality and laicity therefore are not allowed to show or speak about their religious beliefs [article L.121-2 du code général de la fonction publique](https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000044427911?page=1&amp;pageSize=10&amp;query=Manifester+ses+opinions+religieuses&amp;searchField=ALL&amp;searchType=ALL&amp;tab_selection=all&amp;typePagination=DEFAULT)"
2022-09-22 18:25:17,HorizonUniverse,"Totalement. J’étais au collège dans les années 2000 aussi. Les collégiens avec des signes non chrétiens (main de fatma, croix juive) se faisaient constamment défoncer par les surveillants. Les croix chrétiennes en collier par contre ca dérangeait personne."
2022-09-22 18:25:02,HorizonUniverse,"J’étais au collège dans les années 2000 aussi. Les collégiens avec des signes non chrétiens (main de fatma, croix juive) se faisaient constamment défoncer par les surveillants. Les croix chrétiennes en collier par contre ca dérangeait personne."
2022-09-22 18:24:47,HorizonUniverse,"J’étais au collège dans les années 2000 aussi. Les collégiens avec des signes non chrétiens (main de fatma, croix juive) se faisaient constamment défoncer par les surveillants. Les croix chrétiennes en collier par contre ca dérangeait personne."
2022-09-22 12:52:06,yet_another_no_name,"Non, parce que depuis le temps c'est rentré dans les mœurs qu'une croix de fette taille serait ostentatoire et ils ne font pas. Et s'ils le faisaient ce serait refusé au même titre que le voile islamique, à juste titre.

Et les petites croix sont acceptées tout autant que less étoiles de David, les croissants, les mains de Fatma, et autres signes religieux discrets."
